home,score,away,Tournament
Germany ,5–1, Scotland,UEFA_Euro_2024
Hungary ,1–3,  Switzerland,UEFA_Euro_2024
Germany ,Match 14, Hungary,UEFA_Euro_2024
Scotland ,Match 13,  Switzerland,UEFA_Euro_2024
Switzerland ,Match 25, Germany,UEFA_Euro_2024
Scotland ,Match 26, Hungary,UEFA_Euro_2024
Spain ,3–0, Croatia,UEFA_Euro_2024
Italy ,2–1, Albania,UEFA_Euro_2024
Croatia ,Match 15, Albania,UEFA_Euro_2024
Spain ,Match 16, Italy,UEFA_Euro_2024
Albania ,Match 27, Spain,UEFA_Euro_2024
Croatia ,Match 28, Italy,UEFA_Euro_2024
Slovenia ,1–1, Denmark,UEFA_Euro_2024
Serbia ,0–1, England,UEFA_Euro_2024
Slovenia ,Match 18, Serbia,UEFA_Euro_2024
Denmark ,Match 17, England,UEFA_Euro_2024
England ,Match 29, Slovenia,UEFA_Euro_2024
Denmark ,Match 30, Serbia,UEFA_Euro_2024
Poland ,1–2, Netherlands,UEFA_Euro_2024
Austria ,0–1, France,UEFA_Euro_2024
Poland ,Match 19, Austria,UEFA_Euro_2024
Netherlands ,Match 20, France,UEFA_Euro_2024
Netherlands ,Match 31, Austria,UEFA_Euro_2024
France ,Match 32, Poland,UEFA_Euro_2024
Romania ,3–0, Ukraine,UEFA_Euro_2024
Belgium ,0–1, Slovakia,UEFA_Euro_2024
Slovakia ,Match 21, Ukraine,UEFA_Euro_2024
Belgium ,Match 22, Romania,UEFA_Euro_2024
Slovakia ,Match 33, Romania,UEFA_Euro_2024
Ukraine ,Match 34, Belgium,UEFA_Euro_2024
Turkey ,3–1, Georgia,UEFA_Euro_2024
Portugal ,Match 12, Czech Republic,UEFA_Euro_2024
Georgia ,Match 24, Czech Republic,UEFA_Euro_2024
Turkey ,Match 23, Portugal,UEFA_Euro_2024
Georgia ,Match 35, Portugal,UEFA_Euro_2024
Czech Republic ,Match 36, Turkey,UEFA_Euro_2024
Runner-up Group A,Match 38,Runner-up Group B,UEFA_Euro_2024
Winner Group A,Match 37,Runner-up Group C,UEFA_Euro_2024
Winner Group C,Match 40,3rd Group D/E/F,UEFA_Euro_2024
Winner Group B,Match 39,3rd Group A/D/E/F,UEFA_Euro_2024
Runner-up Group D,Match 42,Runner-up Group E,UEFA_Euro_2024
Winner Group F,Match 41,3rd Group A/B/C,UEFA_Euro_2024
Winner Group E,Match 43,3rd Group A/B/C/D,UEFA_Euro_2024
Winner Group D,Match 44,Runner-up Group F,UEFA_Euro_2024
Winner Match 39,Match 45,Winner Match 37,UEFA_Euro_2024
Winner Match 41,Match 46,Winner Match 42,UEFA_Euro_2024
Winner Match 40,Match 48,Winner Match 38,UEFA_Euro_2024
Winner Match 43,Match 47,Winner Match 44,UEFA_Euro_2024
Winner Match 45,Match 49,Winner Match 46,UEFA_Euro_2024
Winner Match 47,Match 50,Winner Match 48,UEFA_Euro_2024
Winner Match 49,Match 51,Winner Match 50,UEFA_Euro_2024
France ,2–1, Romania,UEFA_Euro_2016
Albania ,0–1,  Switzerland,UEFA_Euro_2016
Romania ,1–1,  Switzerland,UEFA_Euro_2016
France ,2–0, Albania,UEFA_Euro_2016
Romania ,0–1, Albania,UEFA_Euro_2016
Switzerland ,0–0, France,UEFA_Euro_2016
Wales ,2–1, Slovakia,UEFA_Euro_2016
England ,1–1, Russia,UEFA_Euro_2016
Russia ,1–2, Slovakia,UEFA_Euro_2016
England ,2–1, Wales,UEFA_Euro_2016
Russia ,0–3, Wales,UEFA_Euro_2016
Slovakia ,0–0, England,UEFA_Euro_2016
Poland ,1–0, Northern Ireland,UEFA_Euro_2016
Germany ,2–0, Ukraine,UEFA_Euro_2016
Ukraine ,0–2, Northern Ireland,UEFA_Euro_2016
Germany ,0–0, Poland,UEFA_Euro_2016
Ukraine ,0–1, Poland,UEFA_Euro_2016
Northern Ireland ,0–1, Germany,UEFA_Euro_2016
Turkey ,0–1, Croatia,UEFA_Euro_2016
Spain ,1–0, Czech Republic,UEFA_Euro_2016
Czech Republic ,2–2, Croatia,UEFA_Euro_2016
Spain ,3–0, Turkey,UEFA_Euro_2016
Czech Republic ,0–2, Turkey,UEFA_Euro_2016
Croatia ,2–1, Spain,UEFA_Euro_2016
Republic of Ireland ,1–1, Sweden,UEFA_Euro_2016
Belgium ,0–2, Italy,UEFA_Euro_2016
Italy ,1–0, Sweden,UEFA_Euro_2016
Belgium ,3–0, Republic of Ireland,UEFA_Euro_2016
Italy ,0–1, Republic of Ireland,UEFA_Euro_2016
Sweden ,0–1, Belgium,UEFA_Euro_2016
Austria ,0–2, Hungary,UEFA_Euro_2016
Portugal ,1–1, Iceland,UEFA_Euro_2016
Iceland ,1–1, Hungary,UEFA_Euro_2016
Portugal ,0–0, Austria,UEFA_Euro_2016
Iceland ,2–1, Austria,UEFA_Euro_2016
Hungary ,3–3, Portugal,UEFA_Euro_2016
Switzerland ,1–1 (a.e.t.), Poland,UEFA_Euro_2016
Wales ,1–0, Northern Ireland,UEFA_Euro_2016
Croatia ,0–1 (a.e.t.), Portugal,UEFA_Euro_2016
France ,2–1, Republic of Ireland,UEFA_Euro_2016
Germany ,3–0, Slovakia,UEFA_Euro_2016
Hungary ,0–4, Belgium,UEFA_Euro_2016
Italy ,2–0, Spain,UEFA_Euro_2016
England ,1–2, Iceland,UEFA_Euro_2016
Poland ,1–1 (a.e.t.), Portugal,UEFA_Euro_2016
Wales ,3–1, Belgium,UEFA_Euro_2016
Germany ,1–1 (a.e.t.), Italy,UEFA_Euro_2016
France ,5–2, Iceland,UEFA_Euro_2016
Portugal ,2–0, Wales,UEFA_Euro_2016
Germany ,0–2, France,UEFA_Euro_2016
Portugal ,1–0 (a.e.t.), France,UEFA_Euro_2016
Poland ,1–1, Greece,UEFA_Euro_2012
Russia ,4–1, Czech Republic,UEFA_Euro_2012
Greece ,1–2, Czech Republic,UEFA_Euro_2012
Poland ,1–1, Russia,UEFA_Euro_2012
Czech Republic ,1–0, Poland,UEFA_Euro_2012
Greece ,1–0, Russia,UEFA_Euro_2012
Netherlands ,0–1, Denmark,UEFA_Euro_2012
Germany ,1–0, Portugal,UEFA_Euro_2012
Denmark ,2–3, Portugal,UEFA_Euro_2012
Netherlands ,1–2, Germany,UEFA_Euro_2012
Portugal ,2–1, Netherlands,UEFA_Euro_2012
Denmark ,1–2, Germany,UEFA_Euro_2012
Spain ,1–1, Italy,UEFA_Euro_2012
Republic of Ireland ,1–3, Croatia,UEFA_Euro_2012
Italy ,1–1, Croatia,UEFA_Euro_2012
Spain ,4–0, Republic of Ireland,UEFA_Euro_2012
Croatia ,0–1, Spain,UEFA_Euro_2012
Italy ,2–0, Republic of Ireland,UEFA_Euro_2012
France ,1–1, England,UEFA_Euro_2012
Ukraine ,2–1, Sweden,UEFA_Euro_2012
Ukraine ,0–2, France,UEFA_Euro_2012
Sweden ,2–3, England,UEFA_Euro_2012
England ,1–0, Ukraine,UEFA_Euro_2012
Sweden ,2–0, France,UEFA_Euro_2012
Czech Republic ,0–1, Portugal,UEFA_Euro_2012
Germany ,4–2, Greece,UEFA_Euro_2012
Spain ,2–0, France,UEFA_Euro_2012
England ,0–0 (a.e.t.), Italy,UEFA_Euro_2012
Portugal ,0–0 (a.e.t.), Spain,UEFA_Euro_2012
Germany ,1–2, Italy,UEFA_Euro_2012
Spain ,4–0, Italy,UEFA_Euro_2012
Turkey ,0–3, Italy,UEFA_Euro_2020
Wales ,1–1,  Switzerland,UEFA_Euro_2020
Turkey ,0–2, Wales,UEFA_Euro_2020
Italy ,3–0,  Switzerland,UEFA_Euro_2020
Switzerland ,3–1, Turkey,UEFA_Euro_2020
Italy ,1–0, Wales,UEFA_Euro_2020
Denmark ,0–1, Finland,UEFA_Euro_2020
Belgium ,3–0, Russia,UEFA_Euro_2020
Finland ,0–1, Russia,UEFA_Euro_2020
Denmark ,1–2, Belgium,UEFA_Euro_2020
Russia ,1–4, Denmark,UEFA_Euro_2020
Finland ,0–2, Belgium,UEFA_Euro_2020
Austria ,3–1, North Macedonia,UEFA_Euro_2020
Netherlands ,3–2, Ukraine,UEFA_Euro_2020
Ukraine ,2–1, North Macedonia,UEFA_Euro_2020
Netherlands ,2–0, Austria,UEFA_Euro_2020
North Macedonia ,0–3, Netherlands,UEFA_Euro_2020
Ukraine ,0–1, Austria,UEFA_Euro_2020
England ,1–0, Croatia,UEFA_Euro_2020
Scotland ,0–2, Czech Republic,UEFA_Euro_2020
Croatia ,1–1, Czech Republic,UEFA_Euro_2020
England ,0–0, Scotland,UEFA_Euro_2020
Croatia ,3–1, Scotland,UEFA_Euro_2020
Czech Republic ,0–1, England,UEFA_Euro_2020
Poland ,1–2, Slovakia,UEFA_Euro_2020
Spain ,0–0, Sweden,UEFA_Euro_2020
Sweden ,1–0, Slovakia,UEFA_Euro_2020
Spain ,1–1, Poland,UEFA_Euro_2020
Slovakia ,0–5, Spain,UEFA_Euro_2020
Sweden ,3–2, Poland,UEFA_Euro_2020
Hungary ,0–3, Portugal,UEFA_Euro_2020
France ,1–0, Germany,UEFA_Euro_2020
Hungary ,1–1, France,UEFA_Euro_2020
Portugal ,2–4, Germany,UEFA_Euro_2020
Portugal ,2–2, France,UEFA_Euro_2020
Germany ,2–2, Hungary,UEFA_Euro_2020
Wales ,0–4, Denmark,UEFA_Euro_2020
Italy ,2–1 (a.e.t.), Austria,UEFA_Euro_2020
Netherlands ,0–2, Czech Republic,UEFA_Euro_2020
Belgium ,1–0, Portugal,UEFA_Euro_2020
Croatia ,3–5 (a.e.t.), Spain,UEFA_Euro_2020
France ,3–3 (a.e.t.),  Switzerland,UEFA_Euro_2020
England ,2–0, Germany,UEFA_Euro_2020
Sweden ,1–2 (a.e.t.), Ukraine,UEFA_Euro_2020
Switzerland ,1–1 (a.e.t.), Spain,UEFA_Euro_2020
Belgium ,1–2, Italy,UEFA_Euro_2020
Czech Republic ,1–2, Denmark,UEFA_Euro_2020
Ukraine ,0–4, England,UEFA_Euro_2020
Italy ,1–1 (a.e.t.), Spain,UEFA_Euro_2020
England ,2–1 (a.e.t.), Denmark,UEFA_Euro_2020
Italy ,1–1 (a.e.t.), England,UEFA_Euro_2020
South Africa ,1–1, Mexico,2010_FIFA_World_Cup
Uruguay ,0–0, France,2010_FIFA_World_Cup
South Africa ,0–3, Uruguay,2010_FIFA_World_Cup
France ,0–2, Mexico,2010_FIFA_World_Cup
Mexico ,0–1, Uruguay,2010_FIFA_World_Cup
France ,1–2, South Africa,2010_FIFA_World_Cup
South Korea ,2–0, Greece,2010_FIFA_World_Cup
Argentina ,1–0, Nigeria,2010_FIFA_World_Cup
Argentina ,4–1, South Korea,2010_FIFA_World_Cup
Greece ,2–1, Nigeria,2010_FIFA_World_Cup
Nigeria ,2–2, South Korea,2010_FIFA_World_Cup
Greece ,0–2, Argentina,2010_FIFA_World_Cup
England ,1–1, United States,2010_FIFA_World_Cup
Algeria ,0–1, Slovenia,2010_FIFA_World_Cup
Slovenia ,2–2, United States,2010_FIFA_World_Cup
England ,0–0, Algeria,2010_FIFA_World_Cup
Slovenia ,0–1, England,2010_FIFA_World_Cup
United States ,1–0, Algeria,2010_FIFA_World_Cup
Serbia ,0–1, Ghana,2010_FIFA_World_Cup
Germany ,4–0, Australia,2010_FIFA_World_Cup
Germany ,0–1, Serbia,2010_FIFA_World_Cup
Ghana ,1–1, Australia,2010_FIFA_World_Cup
Ghana ,0–1, Germany,2010_FIFA_World_Cup
Australia ,2–1, Serbia,2010_FIFA_World_Cup
Netherlands ,2–0, Denmark,2010_FIFA_World_Cup
Japan ,1–0, Cameroon,2010_FIFA_World_Cup
Netherlands ,1–0, Japan,2010_FIFA_World_Cup
Cameroon ,1–2, Denmark,2010_FIFA_World_Cup
Denmark ,1–3, Japan,2010_FIFA_World_Cup
Cameroon ,1–2, Netherlands,2010_FIFA_World_Cup
Italy ,1–1, Paraguay,2010_FIFA_World_Cup
New Zealand ,1–1, Slovakia,2010_FIFA_World_Cup
Slovakia ,0–2, Paraguay,2010_FIFA_World_Cup
Italy ,1–1, New Zealand,2010_FIFA_World_Cup
Slovakia ,3–2, Italy,2010_FIFA_World_Cup
Paraguay ,0–0, New Zealand,2010_FIFA_World_Cup
Ivory Coast ,0–0, Portugal,2010_FIFA_World_Cup
Brazil ,2–1, North Korea,2010_FIFA_World_Cup
Brazil ,3–1, Ivory Coast,2010_FIFA_World_Cup
Portugal ,7–0, North Korea,2010_FIFA_World_Cup
Portugal ,0–0, Brazil,2010_FIFA_World_Cup
North Korea ,0–3, Ivory Coast,2010_FIFA_World_Cup
Honduras ,0–1, Chile,2010_FIFA_World_Cup
Spain ,0–1,  Switzerland,2010_FIFA_World_Cup
Chile ,1–0,  Switzerland,2010_FIFA_World_Cup
Spain ,2–0, Honduras,2010_FIFA_World_Cup
Chile ,1–2, Spain,2010_FIFA_World_Cup
Switzerland ,0–0, Honduras,2010_FIFA_World_Cup
Uruguay ,2–1, South Korea,2010_FIFA_World_Cup
United States ,1–2 (a.e.t.), Ghana,2010_FIFA_World_Cup
Germany ,4–1, England,2010_FIFA_World_Cup
Argentina ,3–1, Mexico,2010_FIFA_World_Cup
Netherlands ,2–1, Slovakia,2010_FIFA_World_Cup
Brazil ,3–0, Chile,2010_FIFA_World_Cup
Paraguay ,0–0 (a.e.t.), Japan,2010_FIFA_World_Cup
Spain ,1–0, Portugal,2010_FIFA_World_Cup
Netherlands ,2–1, Brazil,2010_FIFA_World_Cup
Uruguay ,1–1 (a.e.t.), Ghana,2010_FIFA_World_Cup
Argentina ,0–4, Germany,2010_FIFA_World_Cup
Paraguay ,0–1, Spain,2010_FIFA_World_Cup
Uruguay ,2–3, Netherlands,2010_FIFA_World_Cup
Germany ,0–1, Spain,2010_FIFA_World_Cup
Uruguay ,2–3, Germany,2010_FIFA_World_Cup
Netherlands ,0–1 (a.e.t.), Spain,2010_FIFA_World_Cup
Brazil ,3–1, Croatia,2014_FIFA_World_Cup
Mexico ,1–0, Cameroon,2014_FIFA_World_Cup
Brazil ,0–0, Mexico,2014_FIFA_World_Cup
Cameroon ,0–4, Croatia,2014_FIFA_World_Cup
Cameroon ,1–4, Brazil,2014_FIFA_World_Cup
Croatia ,1–3, Mexico,2014_FIFA_World_Cup
Spain ,1–5, Netherlands,2014_FIFA_World_Cup
Chile ,3–1, Australia,2014_FIFA_World_Cup
Australia ,2–3, Netherlands,2014_FIFA_World_Cup
Spain ,0–2, Chile,2014_FIFA_World_Cup
Australia ,0–3, Spain,2014_FIFA_World_Cup
Netherlands ,2–0, Chile,2014_FIFA_World_Cup
Colombia ,3–0, Greece,2014_FIFA_World_Cup
Ivory Coast ,2–1, Japan,2014_FIFA_World_Cup
Colombia ,2–1, Ivory Coast,2014_FIFA_World_Cup
Japan ,0–0, Greece,2014_FIFA_World_Cup
Japan ,1–4, Colombia,2014_FIFA_World_Cup
Greece ,2–1, Ivory Coast,2014_FIFA_World_Cup
Uruguay ,1–3, Costa Rica,2014_FIFA_World_Cup
England ,1–2, Italy,2014_FIFA_World_Cup
Uruguay ,2–1, England,2014_FIFA_World_Cup
Italy ,0–1, Costa Rica,2014_FIFA_World_Cup
Italy ,0–1, Uruguay,2014_FIFA_World_Cup
Costa Rica ,0–0, England,2014_FIFA_World_Cup
Switzerland ,2–1, Ecuador,2014_FIFA_World_Cup
France ,3–0, Honduras,2014_FIFA_World_Cup
Switzerland ,2–5, France,2014_FIFA_World_Cup
Honduras ,1–2, Ecuador,2014_FIFA_World_Cup
Honduras ,0–3,  Switzerland,2014_FIFA_World_Cup
Ecuador ,0–0, France,2014_FIFA_World_Cup
Argentina ,2–1, Bosnia and Herzegovina,2014_FIFA_World_Cup
Iran ,0–0, Nigeria,2014_FIFA_World_Cup
Argentina ,1–0, Iran,2014_FIFA_World_Cup
Nigeria ,1–0, Bosnia and Herzegovina,2014_FIFA_World_Cup
Nigeria ,2–3, Argentina,2014_FIFA_World_Cup
Bosnia and Herzegovina ,3–1, Iran,2014_FIFA_World_Cup
Germany ,4–0, Portugal,2014_FIFA_World_Cup
Ghana ,1–2, United States,2014_FIFA_World_Cup
Germany ,2–2, Ghana,2014_FIFA_World_Cup
United States ,2–2, Portugal,2014_FIFA_World_Cup
United States ,0–1, Germany,2014_FIFA_World_Cup
Portugal ,2–1, Ghana,2014_FIFA_World_Cup
Belgium ,2–1, Algeria,2014_FIFA_World_Cup
Russia ,1–1, South Korea,2014_FIFA_World_Cup
Belgium ,1–0, Russia,2014_FIFA_World_Cup
South Korea ,2–4, Algeria,2014_FIFA_World_Cup
South Korea ,0–1, Belgium,2014_FIFA_World_Cup
Algeria ,1–1, Russia,2014_FIFA_World_Cup
Brazil ,1–1 (a.e.t.), Chile,2014_FIFA_World_Cup
Colombia ,2–0, Uruguay,2014_FIFA_World_Cup
Netherlands ,2–1, Mexico,2014_FIFA_World_Cup
Costa Rica ,1–1 (a.e.t.), Greece,2014_FIFA_World_Cup
France ,2–0, Nigeria,2014_FIFA_World_Cup
Germany ,2–1 (a.e.t.), Algeria,2014_FIFA_World_Cup
Argentina ,1–0 (a.e.t.),  Switzerland,2014_FIFA_World_Cup
Belgium ,2–1 (a.e.t.), United States,2014_FIFA_World_Cup
France ,0–1, Germany,2014_FIFA_World_Cup
Brazil ,2–1, Colombia,2014_FIFA_World_Cup
Argentina ,1–0, Belgium,2014_FIFA_World_Cup
Netherlands ,0–0 (a.e.t.), Costa Rica,2014_FIFA_World_Cup
Brazil ,1–7, Germany,2014_FIFA_World_Cup
Netherlands ,0–0 (a.e.t.), Argentina,2014_FIFA_World_Cup
Brazil ,0–3, Netherlands,2014_FIFA_World_Cup
Germany ,1–0 (a.e.t.), Argentina,2014_FIFA_World_Cup
Russia ,5–0, Saudi Arabia,2018_FIFA_World_Cup
Egypt ,0–1, Uruguay,2018_FIFA_World_Cup
Russia ,3–1, Egypt,2018_FIFA_World_Cup
Uruguay ,1–0, Saudi Arabia,2018_FIFA_World_Cup
Uruguay ,3–0, Russia,2018_FIFA_World_Cup
Saudi Arabia ,2–1, Egypt,2018_FIFA_World_Cup
Morocco ,0–1, Iran,2018_FIFA_World_Cup
Portugal ,3–3, Spain,2018_FIFA_World_Cup
Portugal ,1–0, Morocco,2018_FIFA_World_Cup
Iran ,0–1, Spain,2018_FIFA_World_Cup
Iran ,1–1, Portugal,2018_FIFA_World_Cup
Spain ,2–2, Morocco,2018_FIFA_World_Cup
France ,2–1, Australia,2018_FIFA_World_Cup
Peru ,0–1, Denmark,2018_FIFA_World_Cup
Denmark ,1–1, Australia,2018_FIFA_World_Cup
France ,1–0, Peru,2018_FIFA_World_Cup
Denmark ,0–0, France,2018_FIFA_World_Cup
Australia ,0–2, Peru,2018_FIFA_World_Cup
Argentina ,1–1, Iceland,2018_FIFA_World_Cup
Croatia ,2–0, Nigeria,2018_FIFA_World_Cup
Argentina ,0–3, Croatia,2018_FIFA_World_Cup
Nigeria ,2–0, Iceland,2018_FIFA_World_Cup
Nigeria ,1–2, Argentina,2018_FIFA_World_Cup
Iceland ,1–2, Croatia,2018_FIFA_World_Cup
Costa Rica ,0–1, Serbia,2018_FIFA_World_Cup
Brazil ,1–1,  Switzerland,2018_FIFA_World_Cup
Brazil ,2–0, Costa Rica,2018_FIFA_World_Cup
Serbia ,1–2,  Switzerland,2018_FIFA_World_Cup
Serbia ,0–2, Brazil,2018_FIFA_World_Cup
Switzerland ,2–2, Costa Rica,2018_FIFA_World_Cup
Germany ,0–1, Mexico,2018_FIFA_World_Cup
Sweden ,1–0, South Korea,2018_FIFA_World_Cup
South Korea ,1–2, Mexico,2018_FIFA_World_Cup
Germany ,2–1, Sweden,2018_FIFA_World_Cup
South Korea ,2–0, Germany,2018_FIFA_World_Cup
Mexico ,0–3, Sweden,2018_FIFA_World_Cup
Belgium ,3–0, Panama,2018_FIFA_World_Cup
Tunisia ,1–2, England,2018_FIFA_World_Cup
Belgium ,5–2, Tunisia,2018_FIFA_World_Cup
England ,6–1, Panama,2018_FIFA_World_Cup
England ,0–1, Belgium,2018_FIFA_World_Cup
Panama ,1–2, Tunisia,2018_FIFA_World_Cup
Colombia ,1–2, Japan,2018_FIFA_World_Cup
Poland ,1–2, Senegal,2018_FIFA_World_Cup
Japan ,2–2, Senegal,2018_FIFA_World_Cup
Poland ,0–3, Colombia,2018_FIFA_World_Cup
Japan ,0–1, Poland,2018_FIFA_World_Cup
Senegal ,0–1, Colombia,2018_FIFA_World_Cup
France ,4–3, Argentina,2018_FIFA_World_Cup
Uruguay ,2–1, Portugal,2018_FIFA_World_Cup
Spain ,1–1 (a.e.t.), Russia,2018_FIFA_World_Cup
Croatia ,1–1 (a.e.t.), Denmark,2018_FIFA_World_Cup
Brazil ,2–0, Mexico,2018_FIFA_World_Cup
Belgium ,3–2, Japan,2018_FIFA_World_Cup
Sweden ,1–0,  Switzerland,2018_FIFA_World_Cup
Colombia ,1–1 (a.e.t.), England,2018_FIFA_World_Cup
Uruguay ,0–2, France,2018_FIFA_World_Cup
Brazil ,1–2, Belgium,2018_FIFA_World_Cup
Sweden ,0–2, England,2018_FIFA_World_Cup
Russia ,2–2 (a.e.t.), Croatia,2018_FIFA_World_Cup
France ,1–0, Belgium,2018_FIFA_World_Cup
Croatia ,2–1 (a.e.t.), England,2018_FIFA_World_Cup
Belgium ,2–0, England,2018_FIFA_World_Cup
France ,4–2, Croatia,2018_FIFA_World_Cup
Qatar ,0–2, Ecuador,2022_FIFA_World_Cup
Senegal ,0–2, Netherlands,2022_FIFA_World_Cup
Qatar ,1–3, Senegal,2022_FIFA_World_Cup
Netherlands ,1–1, Ecuador,2022_FIFA_World_Cup
Ecuador ,1–2, Senegal,2022_FIFA_World_Cup
Netherlands ,2–0, Qatar,2022_FIFA_World_Cup
England ,6–2, Iran,2022_FIFA_World_Cup
United States ,1–1, Wales,2022_FIFA_World_Cup
Wales ,0–2, Iran,2022_FIFA_World_Cup
England ,0–0, United States,2022_FIFA_World_Cup
Wales ,0–3, England,2022_FIFA_World_Cup
Iran ,0–1, United States,2022_FIFA_World_Cup
Argentina ,1–2, Saudi Arabia,2022_FIFA_World_Cup
Mexico ,0–0, Poland,2022_FIFA_World_Cup
Poland ,2–0, Saudi Arabia,2022_FIFA_World_Cup
Argentina ,2–0, Mexico,2022_FIFA_World_Cup
Poland ,0–2, Argentina,2022_FIFA_World_Cup
Saudi Arabia ,1–2, Mexico,2022_FIFA_World_Cup
Denmark ,0–0, Tunisia,2022_FIFA_World_Cup
France ,4–1, Australia,2022_FIFA_World_Cup
Tunisia ,0–1, Australia,2022_FIFA_World_Cup
France ,2–1, Denmark,2022_FIFA_World_Cup
Australia ,1–0, Denmark,2022_FIFA_World_Cup
Tunisia ,1–0, France,2022_FIFA_World_Cup
Germany ,1–2, Japan,2022_FIFA_World_Cup
Spain ,7–0, Costa Rica,2022_FIFA_World_Cup
Japan ,0–1, Costa Rica,2022_FIFA_World_Cup
Spain ,1–1, Germany,2022_FIFA_World_Cup
Japan ,2–1, Spain,2022_FIFA_World_Cup
Costa Rica ,2–4, Germany,2022_FIFA_World_Cup
Morocco ,0–0, Croatia,2022_FIFA_World_Cup
Belgium ,1–0, Canada,2022_FIFA_World_Cup
Belgium ,0–2, Morocco,2022_FIFA_World_Cup
Croatia ,4–1, Canada,2022_FIFA_World_Cup
Croatia ,0–0, Belgium,2022_FIFA_World_Cup
Canada ,1–2, Morocco,2022_FIFA_World_Cup
Switzerland ,1–0, Cameroon,2022_FIFA_World_Cup
Brazil ,2–0, Serbia,2022_FIFA_World_Cup
Cameroon ,3–3, Serbia,2022_FIFA_World_Cup
Brazil ,1–0, Switzerland,2022_FIFA_World_Cup
Serbia ,2–3, Switzerland,2022_FIFA_World_Cup
Cameroon ,1–0, Brazil,2022_FIFA_World_Cup
Uruguay ,0–0, South Korea,2022_FIFA_World_Cup
Portugal ,3–2, Ghana,2022_FIFA_World_Cup
South Korea ,2–3, Ghana,2022_FIFA_World_Cup
Portugal ,2–0, Uruguay,2022_FIFA_World_Cup
Ghana ,0–2, Uruguay,2022_FIFA_World_Cup
South Korea ,2–1, Portugal,2022_FIFA_World_Cup
Netherlands ,3–1, United States,2022_FIFA_World_Cup
Argentina ,2–1, Australia,2022_FIFA_World_Cup
France ,3–1, Poland,2022_FIFA_World_Cup
England ,3–0, Senegal,2022_FIFA_World_Cup
Japan ,1–1 (a.e.t.), Croatia,2022_FIFA_World_Cup
Brazil ,4–1, South Korea,2022_FIFA_World_Cup
Morocco ,0–0 (a.e.t.), Spain,2022_FIFA_World_Cup
Portugal ,6–1, Switzerland,2022_FIFA_World_Cup
Croatia ,1–1 (a.e.t.), Brazil,2022_FIFA_World_Cup
Netherlands ,2–2 (a.e.t.), Argentina,2022_FIFA_World_Cup
Morocco ,1–0, Portugal,2022_FIFA_World_Cup
England ,1–2, France,2022_FIFA_World_Cup
Argentina ,3–0, Croatia,2022_FIFA_World_Cup
France ,2–0, Morocco,2022_FIFA_World_Cup
Croatia ,2–1, Morocco,2022_FIFA_World_Cup
Argentina ,3–3 (a.e.t.), France,2022_FIFA_World_Cup
Lithuania ,0–2, Luxembourg,2022–23_UEFA_Nations_League_C
Turkey ,4–0, Faroe Islands,2022–23_UEFA_Nations_League_C
Faroe Islands ,0–1, Luxembourg,2022–23_UEFA_Nations_League_C
Lithuania ,0–6, Turkey,2022–23_UEFA_Nations_League_C
Faroe Islands ,2–1, Lithuania,2022–23_UEFA_Nations_League_C
Luxembourg ,0–2, Turkey,2022–23_UEFA_Nations_League_C
Luxembourg ,2–2, Faroe Islands,2022–23_UEFA_Nations_League_C
Turkey ,2–0, Lithuania,2022–23_UEFA_Nations_League_C
Lithuania ,1–1, Faroe Islands,2022–23_UEFA_Nations_League_C
Turkey ,3–3, Luxembourg,2022–23_UEFA_Nations_League_C
Faroe Islands ,2–1, Turkey,2022–23_UEFA_Nations_League_C
Luxembourg ,1–0, Lithuania,2022–23_UEFA_Nations_League_C
Cyprus ,0–2, Kosovo,2022–23_UEFA_Nations_League_C
Northern Ireland ,0–1, Greece,2022–23_UEFA_Nations_League_C
Cyprus ,0–0, Northern Ireland,2022–23_UEFA_Nations_League_C
Kosovo ,0–1, Greece,2022–23_UEFA_Nations_League_C
Greece ,3–0, Cyprus,2022–23_UEFA_Nations_League_C
Kosovo ,3–2, Northern Ireland,2022–23_UEFA_Nations_League_C
Northern Ireland ,2–2, Cyprus,2022–23_UEFA_Nations_League_C
Greece ,2–0, Kosovo,2022–23_UEFA_Nations_League_C
Northern Ireland ,2–1, Kosovo,2022–23_UEFA_Nations_League_C
Cyprus ,1–0, Greece,2022–23_UEFA_Nations_League_C
Greece ,3–1, Northern Ireland,2022–23_UEFA_Nations_League_C
Kosovo ,5–1, Cyprus,2022–23_UEFA_Nations_League_C
Kazakhstan ,2–0, Azerbaijan,2022–23_UEFA_Nations_League_C
Belarus ,0–1, Slovakia,2022–23_UEFA_Nations_League_C
Belarus ,0–0, Azerbaijan,2022–23_UEFA_Nations_League_C
Slovakia ,0–1, Kazakhstan,2022–23_UEFA_Nations_League_C
Azerbaijan ,0–1, Slovakia,2022–23_UEFA_Nations_League_C
Belarus ,1–1, Kazakhstan,2022–23_UEFA_Nations_League_C
Kazakhstan ,2–1, Slovakia,2022–23_UEFA_Nations_League_C
Azerbaijan ,2–0, Belarus,2022–23_UEFA_Nations_League_C
Kazakhstan ,2–1, Belarus,2022–23_UEFA_Nations_League_C
Slovakia ,1–2, Azerbaijan,2022–23_UEFA_Nations_League_C
Azerbaijan ,3–0, Kazakhstan,2022–23_UEFA_Nations_League_C
Slovakia ,1–1, Belarus,2022–23_UEFA_Nations_League_C
Georgia ,4–0, Gibraltar,2022–23_UEFA_Nations_League_C
