home,away,Tournament,HomeGoals,AwayGoals,TotalGoals
England,Scotland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,3,0,3
Malta,Slovenia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,0,1,1
Slovakia,Lithuania,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,4,0,4
Lithuania,Malta,2018_FIFA_World_Cup_qualification_–_UEFA_Group_F,2,0,2
Spain,Israel,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,4,1,5
Israel,Liechtenstein,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,2,1,3
Albania,Macedonia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,2,12,14
Israel,Italy,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,1,3,4
Spain,Liechtenstein,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,8,0,8
Italy,Spain,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,1,1,2
Liechtenstein,Albania,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,0,2,2
Macedonia,Israel,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,1,2,3
Albania,Spain,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,0,2,2
Israel,Albania,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,0,3,3
Albania,Israel,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,0,3,3
Macedonia,Italy,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,2,3,5
Macedonia,Liechtenstein,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,4,0,4
Israel,Spain,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,0,1,1
Spain,Albania,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,3,0,3
Liechtenstein,Israel,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,0,1,1
Italy,Macedonia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,1,1,2
Macedonia,Albania,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,1,1,2
Liechtenstein,Spain,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,0,8,8
Italy,Israel,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,1,0,1
Albania,Italy,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,0,1,1
Israel,Macedonia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,0,1,1
Albania,Liechtenstein,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,2,0,2
Macedonia,Spain,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,1,2,3
Italy,Liechtenstein,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,5,0,5
Liechtenstein,Macedonia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,0,3,3
Italy,Albania,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,2,0,2
Spain,Macedonia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,4,0,4
Liechtenstein,Italy,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,0,4,4
Spain,Italy,2018_FIFA_World_Cup_qualification_–_UEFA_Group_G,3,0,3
Gibraltar,Cyprus,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,1,2,3
Belgium,Gibraltar,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,9,0,9
Greece,Estonia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,0,0,0
Estonia,Cyprus,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,1,0,1
Greece,Belgium,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,1,2,3
Gibraltar,Bosnia and Herzegovina,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,0,4,4
Belgium,Cyprus,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,4,0,4
Bosnia and Herzegovina,Belgium,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,3,4,7
Cyprus,Greece,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,1,2,3
Estonia,Bosnia and Herzegovina,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,1,2,3
Greece,Gibraltar,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,4,0,4
Estonia,Belgium,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,0,2,2
Gibraltar,Estonia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,0,6,6
Bosnia and Herzegovina,Greece,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,0,0,0
Cyprus,Bosnia and Herzegovina,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,3,2,5
Cyprus,Estonia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,0,0,0
Bosnia and Herzegovina,Estonia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,5,0,5
Belgium,Greece,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,1,1,2
Gibraltar,Greece,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,1,4,5
Belgium,Bosnia and Herzegovina,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,4,0,4
Estonia,Gibraltar,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,4,0,4
Greece,Cyprus,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,2,0,2
Bosnia and Herzegovina,Cyprus,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,2,0,2
Cyprus,Belgium,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,0,3,3
Gibraltar,Belgium,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,0,6,6
Cyprus,Gibraltar,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,3,1,4
Belgium,Estonia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,8,1,9
Bosnia and Herzegovina,Gibraltar,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,5,0,5
Greece,Bosnia and Herzegovina,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,1,1,2
Estonia,Greece,2018_FIFA_World_Cup_qualification_–_UEFA_Group_H,0,2,2
Kosovo,Turkey,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,1,4,5
Finland,Iceland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,1,0,1
Croatia,Kosovo,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,1,7,8
Ukraine,Turkey,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,2,0,2
Kosovo,Finland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,0,1,1
Turkey,Croatia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,1,0,1
Croatia,Finland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,1,1,2
Kosovo,Ukraine,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,0,2,2
Turkey,Iceland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,0,3,3
Finland,Ukraine,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,1,2,3
Finland,Turkey,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,2,2,4
Iceland,Ukraine,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,2,0,2
Kosovo,Iceland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,1,2,3
Ukraine,Kosovo,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,3,0,3
Turkey,Finland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,2,0,2
Ukraine,Finland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,1,0,1
Turkey,Kosovo,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,2,0,2
Croatia,Iceland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,2,0,2
Finland,Croatia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,0,1,1
Turkey,Ukraine,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,2,2,4
Kosovo,Croatia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,0,6,6
Iceland,Finland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,3,2,5
Ukraine,Iceland,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,1,1,2
Finland,Kosovo,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,1,1,2
Croatia,Turkey,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,1,1,2
Iceland,Kosovo,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,2,0,2
Croatia,Ukraine,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,1,0,1
Ukraine,Croatia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,0,2,2
Iceland,Turkey,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,2,0,2
Iceland,Croatia,2018_FIFA_World_Cup_qualification_–_UEFA_Group_I,1,0,1
England,Croatia,2018–19_UEFA_Nations_League_A,2,1,3
Portugal,Switzerland,2018–19_UEFA_Nations_League_A,3,1,4
Netherlands,England,2018–19_UEFA_Nations_League_A,3,1,4
Switzerland,England,2018–19_UEFA_Nations_League_A,0,0,0
Portugal,Netherlands,2018–19_UEFA_Nations_League_A,1,0,1
Germany,Netherlands,2018–19_UEFA_Nations_League_A,2,2,4
Croatia,Spain,2018–19_UEFA_Nations_League_A,3,2,5
Spain,England,2018–19_UEFA_Nations_League_A,2,3,5
Netherlands,France,2018–19_UEFA_Nations_League_A,2,0,2
Spain,Croatia,2018–19_UEFA_Nations_League_A,6,0,6
Switzerland,Belgium,2018–19_UEFA_Nations_League_A,5,2,7
Belgium,Iceland,2018–19_UEFA_Nations_League_A,2,0,2
Iceland,Switzerland,2018–19_UEFA_Nations_League_A,1,2,3
Belgium,Switzerland,2018–19_UEFA_Nations_League_A,2,1,3
Iceland,Belgium,2018–19_UEFA_Nations_League_A,0,3,3
Switzerland,Iceland,2018–19_UEFA_Nations_League_A,6,0,6
Germany,France,2018–19_UEFA_Nations_League_A,0,0,0
France,Netherlands,2018–19_UEFA_Nations_League_A,2,1,3
Poland,Portugal,2018–19_UEFA_Nations_League_A,2,3,5
Netherlands,Germany,2018–19_UEFA_Nations_League_A,3,0,3
France,Germany,2018–19_UEFA_Nations_League_A,2,1,3
Croatia,England,2018–19_UEFA_Nations_League_A,0,0,0
Italy,Poland,2018–19_UEFA_Nations_League_A,1,1,2
Portugal,Italy,2018–19_UEFA_Nations_League_A,1,0,1
England,Spain,2018–19_UEFA_Nations_League_A,1,2,3
Portugal,Poland,2018–19_UEFA_Nations_League_A,1,1,2
Italy,Portugal,2018–19_UEFA_Nations_League_A,0,0,0
Poland,Italy,2018–19_UEFA_Nations_League_A,0,1,1
Russia,Sweden,2018–19_UEFA_Nations_League_B,0,0,0
Czech Republic,Slovakia,2018–19_UEFA_Nations_League_B,1,0,1
Slovakia,Ukraine,2018–19_UEFA_Nations_League_B,4,1,5
Slovakia,Czech Republic,2018–19_UEFA_Nations_League_B,1,2,3
Ukraine,Slovakia,2018–19_UEFA_Nations_League_B,1,0,1
Czech Republic,Ukraine,2018–19_UEFA_Nations_League_B,1,2,3
Ukraine,Czech Republic,2018–19_UEFA_Nations_League_B,1,0,1
Russia,Turkey,2018–19_UEFA_Nations_League_B,2,0,2
Turkey,Sweden,2018–19_UEFA_Nations_League_B,0,1,1
Sweden,Russia,2018–19_UEFA_Nations_League_B,2,0,2
Northern Ireland,Bosnia and Herzegovina,2018–19_UEFA_Nations_League_B,1,2,3
Bosnia and Herzegovina,Austria,2018–19_UEFA_Nations_League_B,1,0,1
Austria,Northern Ireland,2018–19_UEFA_Nations_League_B,1,0,1
Bosnia and Herzegovina,Northern Ireland,2018–19_UEFA_Nations_League_B,2,0,2
Austria,Bosnia and Herzegovina,2018–19_UEFA_Nations_League_B,0,0,0
Northern Ireland,Austria,2018–19_UEFA_Nations_League_B,1,2,3
Wales,Republic of Ireland,2018–19_UEFA_Nations_League_B,4,1,5
Denmark,Wales,2018–19_UEFA_Nations_League_B,2,0,2
Turkey,Russia,2018–19_UEFA_Nations_League_B,1,2,3
Republic of Ireland,Wales,2018–19_UEFA_Nations_League_B,0,1,1
Wales,Denmark,2018–19_UEFA_Nations_League_B,1,2,3
Denmark,Republic of Ireland,2018–19_UEFA_Nations_League_B,0,0,0
Sweden,Turkey,2018–19_UEFA_Nations_League_B,2,3,5
Republic of Ireland,Denmark,2018–19_UEFA_Nations_League_B,0,0,0
Montenegro,Romania,2018–19_UEFA_Nations_League_C,0,1,1
Serbia,Lithuania,2018–19_UEFA_Nations_League_C,4,1,5
Slovenia,Cyprus,2018–19_UEFA_Nations_League_C,1,1,2
Serbia,Montenegro,2018–19_UEFA_Nations_League_C,2,1,3
Greece,Finland,2018–19_UEFA_Nations_League_C,1,0,1
Finland,Greece,2018–19_UEFA_Nations_League_C,2,0,2
Estonia,Hungary,2018–19_UEFA_Nations_League_C,3,3,6
Estonia,Finland,2018–19_UEFA_Nations_League_C,0,1,1
Greece,Hungary,2018–19_UEFA_Nations_League_C,1,0,1
Finland,Estonia,2018–19_UEFA_Nations_League_C,1,0,1
Hungary,Greece,2018–19_UEFA_Nations_League_C,2,1,3
Hungary,Finland,2018–19_UEFA_Nations_League_C,2,0,2
Estonia,Greece,2018–19_UEFA_Nations_League_C,0,1,1
Scotland,Israel,2018–19_UEFA_Nations_League_C,3,2,5
Albania,Scotland,2018–19_UEFA_Nations_League_C,0,4,4
Israel,Albania,2018–19_UEFA_Nations_League_C,2,0,2
Israel,Scotland,2018–19_UEFA_Nations_League_C,2,1,3
Scotland,Albania,2018–19_UEFA_Nations_League_C,2,0,2
Albania,Israel,2018–19_UEFA_Nations_League_C,1,0,1
Finland,Hungary,2018–19_UEFA_Nations_League_C,1,0,1
Greece,Estonia,2018–19_UEFA_Nations_League_C,0,1,1
Slovenia,Bulgaria,2018–19_UEFA_Nations_League_C,1,2,3
Norway,Cyprus,2018–19_UEFA_Nations_League_C,2,0,2
Lithuania,Montenegro,2018–19_UEFA_Nations_League_C,1,4,5
Romania,Serbia,2018–19_UEFA_Nations_League_C,0,0,0
Montenegro,Serbia,2018–19_UEFA_Nations_League_C,0,2,2
Lithuania,Romania,2018–19_UEFA_Nations_League_C,1,2,3
Montenegro,Lithuania,2018–19_UEFA_Nations_League_C,2,0,2
Serbia,Romania,2018–19_UEFA_Nations_League_C,2,2,4
Romania,Montenegro,2018–19_UEFA_Nations_League_C,0,0,0
Lithuania,Serbia,2018–19_UEFA_Nations_League_C,0,1,1
Cyprus,Norway,2018–19_UEFA_Nations_League_C,0,2,2
Bulgaria,Slovenia,2018–19_UEFA_Nations_League_C,1,1,2
Slovenia,Norway,2018–19_UEFA_Nations_League_C,1,1,2
Cyprus,Bulgaria,2018–19_UEFA_Nations_League_C,1,1,2
Norway,Bulgaria,2018–19_UEFA_Nations_League_C,1,0,1
Bulgaria,Cyprus,2018–19_UEFA_Nations_League_C,2,1,3
Norway,Slovenia,2018–19_UEFA_Nations_League_C,1,0,1
Cyprus,Slovenia,2018–19_UEFA_Nations_League_C,2,1,3
Bulgaria,Norway,2018–19_UEFA_Nations_League_C,1,0,1
Romania,Lithuania,2018–19_UEFA_Nations_League_C,3,0,3
Hungary,Estonia,2018–19_UEFA_Nations_League_C,2,0,2
Switzerland,Germany,2020–21_UEFA_Nations_League_A,1,1,2
Iceland,Belgium,2020–21_UEFA_Nations_League_A,1,2,3
Belgium,England,2020–21_UEFA_Nations_League_A,2,0,2
Denmark,Iceland,2020–21_UEFA_Nations_League_A,2,1,3
Belgium,Denmark,2020–21_UEFA_Nations_League_A,4,2,6
England,Iceland,2020–21_UEFA_Nations_League_A,4,0,4
Portugal,Croatia,2020–21_UEFA_Nations_League_A,4,1,5
France,Croatia,2020–21_UEFA_Nations_League_A,4,2,6
Sweden,Portugal,2020–21_UEFA_Nations_League_A,0,2,2
Croatia,Sweden,2020–21_UEFA_Nations_League_A,2,1,3
France,Portugal,2020–21_UEFA_Nations_League_A,0,0,0
Croatia,France,2020–21_UEFA_Nations_League_A,1,2,3
Portugal,Sweden,2020–21_UEFA_Nations_League_A,3,0,3
Portugal,France,2020–21_UEFA_Nations_League_A,0,1,1
Sweden,Croatia,2020–21_UEFA_Nations_League_A,2,1,3
Ukraine,Spain,2020–21_UEFA_Nations_League_A,1,0,1
Germany,Switzerland,2020–21_UEFA_Nations_League_A,3,3,6
Ukraine,Germany,2020–21_UEFA_Nations_League_A,1,2,3
Spain,Switzerland,2020–21_UEFA_Nations_League_A,1,0,1
Spain,Ukraine,2020–21_UEFA_Nations_League_A,4,0,4
Ukraine,Switzerland,2020–21_UEFA_Nations_League_A,2,1,3
Germany,Spain,2020–21_UEFA_Nations_League_A,1,1,2
France,Sweden,2020–21_UEFA_Nations_League_A,4,2,6
Croatia,Portugal,2020–21_UEFA_Nations_League_A,2,3,5
England,Denmark,2020–21_UEFA_Nations_League_A,0,1,1
Iceland,Denmark,2020–21_UEFA_Nations_League_A,0,3,3
Sweden,France,2020–21_UEFA_Nations_League_A,0,1,1
Denmark,England,2020–21_UEFA_Nations_League_A,0,0,0
Spain,France,2020–21_UEFA_Nations_League_A,1,2,3
Italy,Belgium,2020–21_UEFA_Nations_League_A,2,1,3
Belgium,France,2020–21_UEFA_Nations_League_A,2,3,5
England,Belgium,2020–21_UEFA_Nations_League_A,2,1,3
Switzerland,Ukraine,2020–21_UEFA_Nations_League_A,3,4,7
Spain,Germany,2020–21_UEFA_Nations_League_A,6,0,6
Switzerland,Spain,2020–21_UEFA_Nations_League_A,1,1,2
Germany,Ukraine,2020–21_UEFA_Nations_League_A,3,1,4
Italy,Bosnia and Herzegovina,2020–21_UEFA_Nations_League_A,1,1,2
Netherlands,Poland,2020–21_UEFA_Nations_League_A,1,0,1
Bosnia and Herzegovina,Poland,2020–21_UEFA_Nations_League_A,1,2,3
Netherlands,Italy,2020–21_UEFA_Nations_League_A,0,1,1
Italy,Spain,2020–21_UEFA_Nations_League_A,1,2,3
Poland,Italy,2020–21_UEFA_Nations_League_A,0,0,0
Bosnia and Herzegovina,Netherlands,2020–21_UEFA_Nations_League_A,0,0,0
Belgium,Iceland,2020–21_UEFA_Nations_League_A,5,1,6
Iceland,England,2020–21_UEFA_Nations_League_A,0,1,1
Poland,Netherlands,2020–21_UEFA_Nations_League_A,1,2,3
Bosnia and Herzegovina,Italy,2020–21_UEFA_Nations_League_A,0,2,2
Denmark,Belgium,2020–21_UEFA_Nations_League_A,0,2,2
Netherlands,Bosnia and Herzegovina,2020–21_UEFA_Nations_League_A,3,1,4
Poland,Bosnia and Herzegovina,2020–21_UEFA_Nations_League_A,3,0,3
Italy,Netherlands,2020–21_UEFA_Nations_League_A,1,1,2
Italy,Poland,2020–21_UEFA_Nations_League_A,2,0,2
Scotland,Slovakia,2020–21_UEFA_Nations_League_B,1,0,1
Northern Ireland,Romania,2020–21_UEFA_Nations_League_B,1,1,2
Israel,Czech Republic,2020–21_UEFA_Nations_League_B,1,2,3
Israel,Slovakia,2020–21_UEFA_Nations_League_B,1,1,2
Czech Republic,Scotland,2020–21_UEFA_Nations_League_B,1,2,3
Slovakia,Czech Republic,2020–21_UEFA_Nations_League_B,1,3,4
Scotland,Israel,2020–21_UEFA_Nations_League_B,1,1,2
Austria,Norway,2020–21_UEFA_Nations_League_B,1,1,2
Northern Ireland,Austria,2020–21_UEFA_Nations_League_B,0,1,1
Austria,Northern Ireland,2020–21_UEFA_Nations_League_B,2,1,3
Romania,Austria,2020–21_UEFA_Nations_League_B,0,1,1
Norway,Northern Ireland,2020–21_UEFA_Nations_League_B,1,0,1
Norway,Romania,2020–21_UEFA_Nations_League_B,4,0,4
Northern Ireland,Norway,2020–21_UEFA_Nations_League_B,1,5,6
Austria,Romania,2020–21_UEFA_Nations_League_B,2,3,5
Scotland,Czech Republic,2020–21_UEFA_Nations_League_B,1,0,1
Romania,Norway,2020–21_UEFA_Nations_League_B,3,4,7
Slovakia,Israel,2020–21_UEFA_Nations_League_B,2,3,5
Finland,Wales,2020–21_UEFA_Nations_League_B,0,1,1
Czech Republic,Israel,2020–21_UEFA_Nations_League_B,1,0,1
Wales,Finland,2020–21_UEFA_Nations_League_B,3,1,4
Republic of Ireland,Bulgaria,2020–21_UEFA_Nations_League_B,0,0,0
Wales,Republic of Ireland,2020–21_UEFA_Nations_League_B,1,0,1
Bulgaria,Finland,2020–21_UEFA_Nations_League_B,1,2,3
Bulgaria,Wales,2020–21_UEFA_Nations_League_B,0,1,1
Finland,Republic of Ireland,2020–21_UEFA_Nations_League_B,1,0,1
Finland,Bulgaria,2020–21_UEFA_Nations_League_B,2,0,2
Republic of Ireland,Wales,2020–21_UEFA_Nations_League_B,0,0,0
Slovakia,Scotland,2020–21_UEFA_Nations_League_B,1,0,1
Wales,Bulgaria,2020–21_UEFA_Nations_League_B,1,0,1
Norway,Austria,2020–21_UEFA_Nations_League_B,1,2,3
Bulgaria,Republic of Ireland,2020–21_UEFA_Nations_League_B,1,1,2
Serbia,Russia,2020–21_UEFA_Nations_League_B,5,0,5
Republic of Ireland,Finland,2020–21_UEFA_Nations_League_B,0,1,1
Hungary,Serbia,2020–21_UEFA_Nations_League_B,1,1,2
Czech Republic,Slovakia,2020–21_UEFA_Nations_League_B,2,0,2
Hungary,Turkey,2020–21_UEFA_Nations_League_B,2,0,2
Russia,Serbia,2020–21_UEFA_Nations_League_B,3,1,4
Turkey,Hungary,2020–21_UEFA_Nations_League_B,0,1,1
Hungary,Russia,2020–21_UEFA_Nations_League_B,2,3,5
Israel,Scotland,2020–21_UEFA_Nations_League_B,1,0,1
Russia,Turkey,2020–21_UEFA_Nations_League_B,1,1,2
Serbia,Hungary,2020–21_UEFA_Nations_League_B,0,1,1
Russia,Hungary,2020–21_UEFA_Nations_League_B,0,0,0
Turkey,Serbia,2020–21_UEFA_Nations_League_B,2,2,4
Turkey,Russia,2020–21_UEFA_Nations_League_B,3,2,5
Serbia,Turkey,2020–21_UEFA_Nations_League_B,0,0,0
Romania,Northern Ireland,2020–21_UEFA_Nations_League_B,1,1,2
Albania,Kazakhstan,2020–21_UEFA_Nations_League_C,3,1,4
Belarus,Lithuania,2020–21_UEFA_Nations_League_C,2,0,2
Albania,Belarus,2020–21_UEFA_Nations_League_C,3,2,5
Kazakhstan,Lithuania,2020–21_UEFA_Nations_League_C,1,2,3
Moldova,Kazakhstan,2020–21_UEFA_Nations_League_C,1,2,3
Kazakhstan,Moldova,2020–21_UEFA_Nations_League_C,0,1,1
Estonia,Cyprus,2020–21_UEFA_Nations_League_C,0,0,0
Cyprus,Estonia,2020–21_UEFA_Nations_League_C,2,0,2
Belarus,Kazakhstan,2020–21_UEFA_Nations_League_C,2,0,2
Lithuania,Albania,2020–21_UEFA_Nations_League_C,0,0,0
North Macedonia,Georgia,2020–21_UEFA_Nations_League_C,1,1,2
Estonia,Armenia,2020–21_UEFA_Nations_League_C,1,1,2
Estonia,North Macedonia,2020–21_UEFA_Nations_League_C,3,3,6
Armenia,Georgia,2020–21_UEFA_Nations_League_C,2,2,4
Armenia,Estonia,2020–21_UEFA_Nations_League_C,2,0,2
Estonia,Georgia,2020–21_UEFA_Nations_League_C,0,1,1
North Macedonia,Armenia,2020–21_UEFA_Nations_League_C,2,1,3
Montenegro,Cyprus,2020–21_UEFA_Nations_League_C,4,0,4
Luxembourg,Azerbaijan,2020–21_UEFA_Nations_League_C,0,0,0
Cyprus,Luxembourg,2020–21_UEFA_Nations_League_C,2,1,3
Azerbaijan,Montenegro,2020–21_UEFA_Nations_League_C,0,0,0
Montenegro,Luxembourg,2020–21_UEFA_Nations_League_C,1,2,3
Azerbaijan,Cyprus,2020–21_UEFA_Nations_League_C,0,0,0
Montenegro,Azerbaijan,2020–21_UEFA_Nations_League_C,2,0,2
Luxembourg,Cyprus,2020–21_UEFA_Nations_League_C,2,0,2
Luxembourg,Montenegro,2020–21_UEFA_Nations_League_C,0,1,1
Cyprus,Azerbaijan,2020–21_UEFA_Nations_League_C,0,1,1
Cyprus,Montenegro,2020–21_UEFA_Nations_League_C,0,2,2
Azerbaijan,Luxembourg,2020–21_UEFA_Nations_League_C,1,2,3
North Macedonia,Estonia,2020–21_UEFA_Nations_League_C,2,1,3
Georgia,Armenia,2020–21_UEFA_Nations_League_C,1,2,3
Georgia,North Macedonia,2020–21_UEFA_Nations_League_C,1,1,2
Georgia,Estonia,2020–21_UEFA_Nations_League_C,0,0,0
Lithuania,Belarus,2020–21_UEFA_Nations_League_C,2,2,4
Kazakhstan,Albania,2020–21_UEFA_Nations_League_C,0,0,0
Albania,Lithuania,2020–21_UEFA_Nations_League_C,0,1,1
Kazakhstan,Belarus,2020–21_UEFA_Nations_League_C,1,2,3
Armenia,North Macedonia,2020–21_UEFA_Nations_League_C,1,0,1
Lithuania,Kazakhstan,2020–21_UEFA_Nations_League_C,0,2,2
Kosovo,Moldova,2020–21_UEFA_Nations_League_C,1,0,1
Greece,Slovenia,2020–21_UEFA_Nations_League_C,0,0,0
Slovenia,Kosovo,2020–21_UEFA_Nations_League_C,2,1,3
Moldova,Greece,2020–21_UEFA_Nations_League_C,0,2,2
Belarus,Albania,2020–21_UEFA_Nations_League_C,0,2,2
Greece,Kosovo,2020–21_UEFA_Nations_League_C,0,0,0
Kosovo,Slovenia,2020–21_UEFA_Nations_League_C,0,1,1
Greece,Moldova,2020–21_UEFA_Nations_League_C,2,0,2
Kosovo,Greece,2020–21_UEFA_Nations_League_C,1,2,3
Slovenia,Moldova,2020–21_UEFA_Nations_League_C,1,0,1
Slovenia,Greece,2020–21_UEFA_Nations_League_C,0,0,0
Moldova,Kosovo,2020–21_UEFA_Nations_League_C,1,1,2
Moldova,Slovenia,2020–21_UEFA_Nations_League_C,0,4,4
South Korea,Portugal,2022_FIFA_World_Cup,2,1,3
Netherlands,United States,2022_FIFA_World_Cup,3,1,4
Argentina,Australia,2022_FIFA_World_Cup,2,1,3
France,Poland,2022_FIFA_World_Cup,3,1,4
England,Senegal,2022_FIFA_World_Cup,3,0,3
Japan,Croatia,2022_FIFA_World_Cup,1,1,2
Croatia,Brazil,2022_FIFA_World_Cup,1,1,2
Morocco,Spain,2022_FIFA_World_Cup,0,0,0
Portugal,Switzerland,2022_FIFA_World_Cup,6,1,7
Netherlands,Argentina,2022_FIFA_World_Cup,2,2,4
Ghana,Uruguay,2022_FIFA_World_Cup,0,2,2
Morocco,Portugal,2022_FIFA_World_Cup,1,0,1
Brazil,South Korea,2022_FIFA_World_Cup,4,1,5
South Korea,Ghana,2022_FIFA_World_Cup,2,3,5
Cameroon,Serbia,2022_FIFA_World_Cup,3,3,6
Uruguay,South Korea,2022_FIFA_World_Cup,0,0,0
Denmark,Tunisia,2022_FIFA_World_Cup,0,0,0
Saudi Arabia,Mexico,2022_FIFA_World_Cup,1,2,3
Poland,Argentina,2022_FIFA_World_Cup,0,2,2
Argentina,Mexico,2022_FIFA_World_Cup,2,0,2
Poland,Saudi Arabia,2022_FIFA_World_Cup,2,0,2
Mexico,Poland,2022_FIFA_World_Cup,0,0,0
Argentina,Saudi Arabia,2022_FIFA_World_Cup,1,2,3
Iran,United States,2022_FIFA_World_Cup,0,1,1
Wales,England,2022_FIFA_World_Cup,0,3,3
England,United States,2022_FIFA_World_Cup,0,0,0
Wales,Iran,2022_FIFA_World_Cup,0,2,2
United States,Wales,2022_FIFA_World_Cup,1,1,2
England,Iran,2022_FIFA_World_Cup,6,2,8
Netherlands,Qatar,2022_FIFA_World_Cup,2,0,2
Ecuador,Senegal,2022_FIFA_World_Cup,1,2,3
Netherlands,Ecuador,2022_FIFA_World_Cup,1,1,2
Qatar,Senegal,2022_FIFA_World_Cup,1,3,4
Senegal,Netherlands,2022_FIFA_World_Cup,0,2,2
